strain_id,strain_name,strain_type,strain_rating,effects_profile,flavor_profile,strain_description,strain_profile
1237,Rare Dankness 1,Strain type currently unknown,0,"Happy,Relaxed,Sleepy,Creative,Euphoric","Berry,Pungent,Grape","Colorado breeders Rare Dankness created this staple of their breeding program by crossing Ghost OG with Chemdawg. They then backcrossed the resulting plant with Ghost OG, and then crossed that with the Florida clone-only strain Triangle Kush. Rare Dankness #1 is the prized male selected from this endeavor, bringing heavy resin production, Chem-style growth, and a bit of OG flavor to whatever strain it pollinates. It has been used in the breeding of many of RD’s prized hybrids, including Scott’s OG, 501st OG, Commerce City Kush, Rare Darkness, and many others.  ","Strain type currently unknown,Happy,Relaxed,Sleepy,Creative,Euphoric,Berry,Pungent,Grape"
1238,Rare Darkness,Indica,0,Effects currently unknown,Flavor profile currently unavailable,Strain description currently unavailable,"Indica,Effects currently unknown,Flavor profile currently unavailable"
1239,Raskal OG,Strain type currently unknown,0,"Happy,Talkative,Euphoric,Uplifted,Giggly","Lemon,Earthy,Pungent","With parents OG Kush and SFV OG Kush, Raskal OG smells of lemon and pine with a musty and grassy taste. Bred by Cali Connection, the THC levels range up to 17% and the CBD is up to 0.86%. With dense light and dark green colored buds, this sticky strain is soft when broken apart.","Strain type currently unknown,Happy,Talkative,Euphoric,Uplifted,Giggly,Lemon,Earthy,Pungent"
1240,Raspberry Cough,Sativa,4.4,"Uplifted,Happy,Energetic,Creative,Talkative","Berry,Sweet,Earthy","Raspberry Cough is a 70% sativa strain bred by Nirvana Seeds. A cross between a Cambodian landrace and ICE, Raspberry Cough exhibits clear-headed uplifting effects good for productivity.","Sativa,Uplifted,Happy,Energetic,Creative,Talkative,Berry,Sweet,Earthy"
1241,Raspberry Kush,Indica,4.2,"Relaxed,Euphoric,Happy,Hungry,Creative","Berry,Sweet,Flowery","Raspberry Kush is a great-tasting indica strain whose raspberries and cream aroma will keep you coming back for more. This strain will lead to a bit of a body melt, but it can be surprisingly upbeat for an indica. It may leave newer consumers feeling pretty lazy, but many find this Kush to be a creative flower, making it great for music, art, and talking with friends.","Indica,Relaxed,Euphoric,Happy,Hungry,Creative,Berry,Sweet,Flowery"
1242,Ray Charles,Indica,4.5,"Relaxed,Sleepy,Uplifted,Focused,Tingly","Earthy,Diesel,Sweet","Ray Charles is a potent indica strain named in honor of the cannabis-friendly blues musician and songwriter. This hard-hitter introduces itself with an earthy, skunky aroma that reveals itself strongest on the exhale. The full-body effects hit with intense sedation and lull you into rest and relaxation like the sweet voice of The Genius himself. For this reason, Ray Charles is best reserved for bedtime or late-night unwinding.","Indica,Relaxed,Sleepy,Uplifted,Focused,Tingly,Earthy,Diesel,Sweet"
1243,Rebel God Smoke,Sativa,5,"Uplifted,Euphoric,Energetic,Focused,Happy",Flavor profile currently unavailable,"Rebel God Smoke is a pro-grade sativa-dominant strain that blasts users with the motivating energy of a launching warhead. This rocket fuel, bred by Coloardo Seed Inc., is a cross of Cinderella 99 and Gupta Kush and has been known to finish flowering in under 8 weeks. The plant should smell of red currant and cabernet with just a hint of fuel on the rim. Use this strain with caution, as it can overstimulate even the most seasoned cannabis veteran.   ","Sativa,Uplifted,Euphoric,Energetic,Focused,Happy,Flavor profile currently unavailable"
1244,Reclining Buddha,Indica,4.9,"Relaxed,Euphoric,Happy,Uplifted,Giggly","Flowery,Pungent,Citrus","Reclining Buddha from Soma Seeds is a mostly indica cannabis strain bred from Super Skunk, Big Skunk Korean, and Holland’s Hope. Originally named Soma Skunk V, the more aptly named Reclining Buddha provides a physically relaxing experience that allows enough mental energy for introspective and creative activities. Growers are drawn to this indica’s resistance to mold, vitality outdoors, and large yields of resinous, cherry-scented buds.","Indica,Relaxed,Euphoric,Happy,Uplifted,Giggly,Flowery,Pungent,Citrus"
1245,Recon,Indica,4.2,"Relaxed,Sleepy,Happy,Giggly,Talkative","Sweet,Spicy/Herbal,Berry","The ReCon is a perfect blend of two parts LA Confidential and one part Cannadential. The Cannadential father was chosen for it’s indica traits and at times, the ReCon seems stronger than even the LA Confidential. There is plenty of magic in this cross for sure!","Indica,Relaxed,Sleepy,Happy,Giggly,Talkative,Sweet,Spicy/Herbal,Berry"
1246,Red Cherry Berry,Strain type currently unknown,0,"Happy,Relaxed,Euphoric,Giggly,Focused","Berry,Sweet,Earthy","Red Cherry Berry is a 50/50 hybrid developed by Barney’s Farms, who combined the classic sativa Skunk #1 with a California indica. The result is a sweet-smelling strain with pungent notes of flowers and fruit. Red Cherry Berry has the potential to contain moderate amounts of CBD alongside its towering THC content, and the balanced head and body effects of this potent hybrid will put to rest pain, sleeplessness, and stress. Indoors, Red Cherry Berry flowers in 60 to 70 days, but growers cultivating this strain in warm outdoor climates will harvest around the end of September.","Strain type currently unknown,Happy,Relaxed,Euphoric,Giggly,Focused,Berry,Sweet,Earthy"
1247,Red Congolese,Sativa,4.6,"Energetic,Uplifted,Happy,Focused,Euphoric","Earthy,Spicy/Herbal,Sweet","While some argue that Red Congolese is an African sativa landrace, the variety popularized in California weaves in Mexican and Afghani roots, giving it a more indica-like appearance. This colorful palette of landrace strains, which had adapted to their environment over many years, creates a complex profile of effects and flavors. The sativa genetics dominate the physical effects of Red Congolese, resulting in a weightless euphoria that promotes focus and mental clarity. Its energizing properties make Red Congolese perfect for morning treatment of nausea, cachexia, tension, or Alzheimer’s.","Sativa,Energetic,Uplifted,Happy,Focused,Euphoric,Earthy,Spicy/Herbal,Sweet"
1248,Red Diesel,Strain type currently unknown,0,"Euphoric,Hungry,Energetic,Happy,Relaxed","Diesel,Citrus,Woody","Red Diesel takes the distinctive sweet and sour diesel flavors of NYC Diesel and adds in California Orange, a stable heavy producer, to increase the yield and potency. Bred by Barney’s Farm, Red Diesel is a recurring option on the menus of Amsterdam coffee shops. The powerful euphoric effects have an immediate impact and give consumers an energetic rush that lifts your mood.","Strain type currently unknown,Euphoric,Hungry,Energetic,Happy,Relaxed,Diesel,Citrus,Woody"
1249,Redding OG,Hybrid,4.3,"Talkative,Euphoric,Giggly,Happy,Hungry",Flavor profile currently unavailable,"Redding OG is a hybrid strain that won 3rd place in the 2014 Los Angeles Cannabis Cup. Bright orange hairs sprout wildly from the white blanket of frosty crystals that give Redding OG a pale green color. This potent, long-lasting hybrid is energizing enough for social gatherings, but in high doses, Redding OG has the potential to be your day’s finale. Its high THC content is particularly useful in warding off sleeplessness, appetite loss, depression, and stress.","Hybrid,Talkative,Euphoric,Giggly,Happy,Hungry,Flavor profile currently unavailable"
1250,Red Dragon,Hybrid,4.2,"Happy,Uplifted,Euphoric,Tingly,Relaxed","Woody,Earthy,Tropical","Red Dragon is one exotic flower. A Barney’s Farm cross between a West Himalayan Kush and Utopia Haze (a Brazilian sativa), this hybrid is a strain for connoisseurs. Featuring a sweet, fruity aroma, Red Dragon offers consumers a truly different cannabis experience. Slightly sativa-dominant, this strain is giggly and upbeat. Great for those suffering from depression or stress, Red Dragon has a very happy and uplifting effect. Unfortunately, this strain may cause some to feel quite paranoid. If you’re prone to anxiety, Red Dragon may not be the best strain for you. This hybrid grows best indoors and has a flowering time of 8-10 weeks.","Hybrid,Happy,Uplifted,Euphoric,Tingly,Relaxed,Woody,Earthy,Tropical"
1251,Red Dwarf,Indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Hungry","Skunk,Flowery,Earthy","Red Dwarf is a rarer strain of cannabis that is an autoflowering plant. This trait comes from its cannabis ruderalis genetics, which is a third variety of the plant that’s usually not bred due to its lower THC content. The wonders of selective breeding from Buddha Seeds have resulted in seeds that grow to adulthood in an incredibly short six weeks. This strain’s squat, small plants are easy to grow in smaller spaces, making it a popular choice for growers who want something simple and fast. Indica-dominant, Red Dwarf will eventually make you sleepy, but not without some relaxed euphoria first.","Indica,Sleepy,Euphoric,Happy,Relaxed,Hungry,Skunk,Flowery,Earthy"
1252,Red Eye OG,Indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pungent,Pine",Red Eye OG is an indica strain that competed in the 2014 L.A. Cannabis Cup.,"Indica,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Pungent,Pine"
1253,Red Haze,Sativa,4.3,"Energetic,Euphoric,Relaxed,Focused,Creative","Earthy,Woody,Pine","With roots going back to the 1970s Colombian cannabis industry, this powerful sativa is worth a try. A cross between Neville’s Haze and Colombian Red, Red Haze is a slow grower. With a flowering time of 12 to 14 weeks, this strain may be difficult to find in dispensaries. If you do find it, however, be prepared for a very cerebral and inspiring experience. Providing consumers with a pleasant, light-headed sensation, the effects of this strain are particularly long-lasting. Red Haze is a strictly daytime strain, as its effects can be similar to drinking a cup of coffee.","Sativa,Energetic,Euphoric,Relaxed,Focused,Creative,Earthy,Woody,Pine"
1254,Red Headed Stranger,Sativa,4.5,"Happy,Energetic,Uplifted,Focused,Relaxed","Spicy/Herbal,Citrus,Sweet","Red Headed Stranger is an energizing sativa strain named in homage to the 1975 album by Willie Nelson. A cross between Tom Hill’s Haze and William’s Wonder, Red Headed Stranger offers a jolt of cerebral vigor that fuels creativity and focus. True to its Haze heritage, Red Headed Stranger takes on a sharp spicy aroma with subtle herbal notes.","Sativa,Happy,Energetic,Uplifted,Focused,Relaxed,Spicy/Herbal,Citrus,Sweet"
1255,Red Poison,Hybrid,4.7,"Uplifted,Euphoric,Happy,Relaxed,Talkative","Earthy,Citrus,Woody","Red Poison, bred by Sweet Seeds, is an auto-flowering hybrid of Green Poison and a Pakistani landrace strain, believed to be a Hindu Kush phenotype that was selected for its deep purple colors. The influence of cannabis ruderalis in Red Poison’s genetics induces the flowering cycle automatically and helps this strain complete its lifecycle, from seed to harvest, in about 8 weeks. The buds of Red Poison are almost too pretty to consume with their amazing range of dark red and violet hues. The aroma is a sweet mixture of fruit flavors and skunky musk that bring with it balanced hybrid effects that relax the body and blanket your head in a cloud of euphoria.","Hybrid,Uplifted,Euphoric,Happy,Relaxed,Talkative,Earthy,Citrus,Woody"
1256,Red Widow,Hybrid,3.2,"Happy,Uplifted,Focused,Energetic,Giggly","Tropical,Skunk,Butter","Red Widow is a hybrid cross of Red Dragon and White Widow that produces an uplifting, euphoric high and sweet fruity aromas. ","Hybrid,Happy,Uplifted,Focused,Energetic,Giggly,Tropical,Skunk,Butter"
1257,Redwood Kush,Indica,4.4,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Pine,Woody,Earthy","Consuming this strain is like taking a long walk through the forests of its namesake. Relaxing and blissful, Redwood Kush provides consumers with a feeling of peace and ease. Taking after the earthy Northern California environment, this strain features a pine-like, herbal scent. Best for nighttime use, Redwood Kush has sedative, tingly body effects. Don’t expect to get much done after using this indica, as most consumers feel spacey and are unable to focus or get work done. ","Indica,Relaxed,Sleepy,Happy,Uplifted,Euphoric,Pine,Woody,Earthy"
1258,Remedy,Indica,4.6,"Relaxed,Uplifted,Happy,Sleepy,Euphoric","Woody,Earthy,Citrus","Remedy, a cross between Cannatonic and Afghan Skunk, is a high-CBD strain that induces little to no psychoactive effects. Remedy can reach CBD levels as high as 15% while THC is found in only trace amounts of less than 1%. Yellow-tinted buds hide under a sheath of crystal trichomes and carry a lemon-pine scent. Upon inhaling the sweet, floral notes of Remedy, the consumer is lifted into a state of mellow relaxation that differs greatly from the jarring experience induced by high THC strains. Patients looking to medicate without the pronounced head and body effects may turn to Remedy to treat seizures, pain, autism, inflammation, and anxiety disorders. Growers hoping to cultivate this highly medicinal strain should allow a 6 to 8 week flowering time in indoor gardens.","Indica,Relaxed,Uplifted,Happy,Sleepy,Euphoric,Woody,Earthy,Citrus"
1259,Rene,Hybrid,4.3,"Uplifted,Happy,Relaxed,Energetic,Creative","Earthy,Sweet,Pine","Rene, named after the cannabis activist Renee Boje, is a potent hybrid strain popular in Canada. Sweet earthiness and pungent musk flavor this stress-relieving sativa, and patients may also find that Rene effectively treats pain, spasms, and inflammation. Rene is said to be a cross of Skunk #1 and a Himalayan indica.","Hybrid,Uplifted,Happy,Relaxed,Energetic,Creative,Earthy,Sweet,Pine"
1260,Richie Rich,Hybrid,4.3,"Happy,Euphoric,Relaxed,Hungry,Creative","Sweet,Lemon,Tropical",Richie Rich cannabis is a Northern Lights #5 crossed with Skunk #1 hybrid.  This weed provides a nice body stone that is a favorite among medicinal users suffering from pain.,"Hybrid,Happy,Euphoric,Relaxed,Hungry,Creative,Sweet,Lemon,Tropical"
